"","Code","Yield","High"
"165","ss600276",0.0304405629229125,0.0304405629229125
"225","ss600887",0.0223584949387348,0.0223584949387348
"67","sz300015",0.0204431784210288,0.0204431784210288
"74","ss601766",0.0192155678279682,0.0192155678279682
"115","sz002032",0.0182750006359962,0.0182750006359962
"149","ss600346",0.0168009237269349,0.0168009237269349
"136","ss600436",0.0163619890932651,0.0163619890932651
"5","ss603288",0.0155429083300382,0.0155429083300382
"147","ss600519",0.0152998658580972,0.0152998658580972
"187","ss600009",0.0150201866040234,0.0150201866040234
"68","ss601888",0.0135785445360055,0.0135785445360055
"171","sz000963",0.013123764586507,0.013123764586507
"159","ss600309",0.0127819123922175,0.0127819123922175
"227","ss600867",0.0115681476653087,0.0115681476653087
"92","sz002153",0.0100082207734145,0.0100082207734145
"143","ss600585",0.00906801531286683,0.00906801531286683
"173","ss600221",0.00901876871050944,0.0108196873633564
"72","ss601727",0.00841397056367166,0.0115308120390438
"160","ss600398",0.00821216970940064,0.00821216970940064
"207","ss600066",0.00723650511115226,0.0101126391603326
"83","ss601601",0.00646290677017491,0.00772941091989376
"33","sz300144",0.00592720720231843,0.00964725080032802
"62","sz002311",0.0056156878685758,0.0056156878685758
"142","ss600036",0.00540213641703957,0.00540213641703957
"109","ss601006",0.00532683147420543,0.0114704572185811
"80","ss601186",0.00488186822286019,0.0196122330391433
"152","ss600588",0.00435524285384248,0.00547460445696979
"180","sz000860",0.00408536311989893,0.0068175701071902
"208","sz000709",0.00374589550456883,0.00374589550456883
"8","sz000333",0.00373870472131488,0.00376669849078248
"236","ss600660",0.00373175608651155,0.00373175608651155
"230","ss601607",0.00358380725807517,0.00439171299668084
"169","ss600299",0.00343342459449736,0.00622070259113272
"124","ss600340",0.00342663899256856,0.00342663899256856
"178","sz000895",0.00332540656884284,0.00332540656884284
"71","ss601668",0.00312502451679575,0.00312502451679575
"182","ss600196",0.00310393526742181,0.00620856359418265
"10","sz300347",0.00297620290598211,0.00297620290598211
"213","sz000671",0.00283546575143867,0.00579761160571679
"197","sz000768",0.00260832833384894,0.00375946206274724
"78","sz002230",0.00257670122458165,0.00455759266708311
"151","ss600372",0.00239993386187787,0.00439302510112372
"200","sz000728",0.00216285307713204,0.00355132127885804
"107","ss600018",0.00211924784094375,0.00444437637233963
"88","ss601808",0.00211193069085858,0.00250607901520317
"241","sz000002",0.00207928615632014,0.00207928615632014
"140","ss600050",0.00207467993021115,0.00406087407003386
"30","ss601992",0.00202463028915245,0.00202463028915245
"20","ss601100",0.00191343096513608,0.00191343096513608
"15","ss601231",0.00191170304210653,0.00209679109053273
"224","ss600893",0.00171788971549702,0.00233217845543265
"12","ss601012",0.00171506261011078,0.00288624257567616
"121","sz002008",0.00170572140978731,0.00182713854654004
"122","ss600438",0.00166321558175708,0.00166321558175708
"146","ss600011",0.00159957252319587,0.00429510041246939
"176","ss600208",0.00158423919018214,0.00267488036266372
"49","sz002456",0.00154354251542554,0.00214552821598502
"201","sz000776",0.00152638089097201,0.00157204621069384
"198","ss600085",0.00148796683582719,0.00182723539156071
"118","ss600482",0.00145677535411903,0.00145677535411903
"24","ss601901",0.00143424296441785,0.00267447758369888
"95","ss601009",0.00143249788076072,0.00218461309051099
"233","sz000538",0.00133120279520016,0.00133120279520016
"183","ss600188",0.0012717130900417,0.00133178321228167
"17","ss601336",0.00110002630713013,0.00191069600617233
"106","ss601398",0.00107576778609775,0.00334602790200678
"97","ss601328",0.000910332898230282,0.00263378455216068
"11","sz002673",0.00090564906213908,0.00090564906213908
"91","sz002157",0.000902694235172197,0.000902694235172197
"194","ss600109",0.000825276597371083,0.000825276597371083
"93","sz002146",0.000806646551531065,0.000806646551531065
"126","ss600900",0.000761358199990347,0.00129538833971621
"193","ss600118",0.000748232719073982,0.00312516167861654
"214","sz000656",0.000709880007939478,0.00132184834726878
"117","sz002024",0.000681892129171802,0.000681892129171802
"172","ss600219",0.000674084615101211,0.000816219103637161
"229","ss600848",0.000670872847734705,0.0010483510831627
"36","sz300136",0.000641332744311995,0.00107901172488978
"216","sz000627",0.000638658937924808,0.000638658937924808
"129","ss600547",0.000621384049896534,0.000999390021583224
"84","ss601390",0.000585040644847323,0.00665379882478945
"189","sz000063",0.000557671063043053,0.00199118714598856
"138","ss600030",0.000515086064029724,0.00294686527765764
"85","ss601857",0.000510993758564116,0.00143690715642575
"50","ss601288",0.000510822157933966,0.00155039976609683
"1","sz002736",0.000482115360424418,0.00279737497590382
"21","ss601669",0.000464465146270854,0.00179253420433301
"240","sz000001",0.000426747746239631,0.000759032631729273
"166","sz000157",0.000349638449606449,0.00221595778768591
"134","ss600271",0.000315972714777901,0.00178778035881444
"86","sz002179",0.000292688288979992,0.000685201467277796
"153","ss600383",0.000249456400114756,0.000249456400114756
"209","sz000703",0.000154753528424534,0.000154753528424534
"114","ss600027",0.00012495159172432,0.001118383825224
"162","ss600038",9.4537565488384e-05,0.00181410252744918
"103","ss601318",6.17886717886318e-05,9.89098159476232e-05
"185","sz000858",6.03559369962703e-05,0.000262888488561375
"127","ss600406",2.26539641972057e-05,2.26539641972057e-05
"192","sz000069",1.81851192011528e-05,2.48340907147426e-05
"3","ss603019",0,0
"6","sz002714",0,0
"7","ss601225",0,0
"9","ss603993",0,0
"22","ss601633",0,0
"25","sz002602",0,0
"26","sz002601",0,0
"27","sz002594",0,0
"32","ss601933",0,0
"35","sz300142",0,0
"37","sz002493",0,0
"38","ss600998",0,0
"40","sz300122",0,0
"41","sz300124",0,0
"45","sz002466",0,0
"51","sz002422",0,0
"52","sz002415",0,0
"53","sz002410",0,0
"58","ss601877",0,0
"60","sz300033",0,0
"65","sz300003",0,0
"66","sz300014",0,0
"76","sz002241",0,0
"77","sz002236",0,0
"82","sz002202",0,0
"102","sz002120",0,0
"104","ss601166",0,0
"111","ss601988",0,0
"116","sz002027",0,0
"119","sz002001",0,0
"130","ss600487",0,0
"132","ss600352",0,0
"139","ss600522",0,0
"155","ss600332",0,0
"157","sz000725",0,0
"167","sz000977",0,0
"212","sz000661",0,0
"218","sz000596",0,0
"219","sz000425",0,0
"220","ss600745",0,0
"228","sz000568",0,0
"232","ss600809",0,0
"59","ss601117",-6.86829528440125e-06,0.000320780323688652
"75","sz002252",-2.4404976115e-05,6.2306418079805e-05
"222","ss600703",-5.0661590270451e-05,0.000502794312349453
"73","sz002271",-6.90132716082426e-05,0.000285178565534672
"150","ss600028",-0.000101084251077355,-7.20014136568192e-06
"203","sz000786",-0.000148040974328079,-0.000148040974328079
"221","ss600741",-0.000155919952252948,0.000258473135360537
"128","ss600015",-0.000187076453068369,0.00320155334009886
"70","ss601788",-0.000330533861623628,0.00151911789443915
"2","sz300408",-0.000353688799446417,-9.34726906072214e-05
"179","ss600177",-0.000358333257764243,-0.000157808762834111
"61","ss601989",-0.000363025755933055,0.0021312489724794
"14","ss601800",-0.000376216450485356,0.00291703391397236
"55","sz002371",-0.000401227159973261,-0.000401227159973261
"204","ss600068",-0.000461579800912659,0.00422929948159423
"56","ss601688",-0.000472976690857108,0.00253570832502059
"158","ss600369",-0.00054146278828493,0.00285361113105709
"16","ss601360",-0.000581464593056968,-8.72875730545397e-05
"133","ss600029",-0.000585107174459254,0.00378555907022227
"148","ss600498",-0.000658751395253176,-0.000269437059666755
"87","ss601088",-0.000693921365785499,-0.000440129619813989
"29","sz002558",-0.000746165079373973,0.00224871581966113
"170","sz000961",-0.000826974277969961,0.00363987726029569
"120","sz002007",-0.000962130632337854,0.000235523680592875
"190","ss600115",-0.00101154813321713,0.00409998075671014
"89","ss601939",-0.00103078059076622,-0.000135432769517441
"237","ss600637",-0.00103154618338319,0.00391725283498356
"123","sz000100",-0.00106375142859028,0.0018054289665661
"195","sz000783",-0.00108546647891772,0.002891215133765
"98","sz000338",-0.00108601651907891,0.000865426933705393
"168","ss600233",-0.00110228205286345,-0.000860610169623133
"223","ss600705",-0.00114328561605115,-0.00114328561605115
"235","ss600674",-0.00122287176289093,-0.000355007793883533
"174","ss600000",-0.00144390694566043,-0.000215793415348497
"188","ss600104",-0.00148117725272889,-0.000162420242964978
"215","sz000651",-0.00148724319283144,0.00154835713362833
"196","sz000066",-0.0015015229485964,-0.0015015229485964
"210","sz000708",-0.00151016730160169,0.000490549506213966
"54","sz300059",-0.00178718723935245,-0.00178718723935245
"163","ss600019",-0.00182757919627552,0.000104136270670852
"64","sz002304",-0.0018787124245051,-0.0018787124245051
"31","ss601216",-0.00191184080029128,-0.00147571183504047
"238","ss600655",-0.00200345230821886,-0.000266024861959924
"234","ss600690",-0.00210509207962772,0.000930708657570944
"69","ss601618",-0.00212949809878249,0.00186576956583862
"161","ss600016",-0.00214135340810007,0.0016491956654765
"191","ss600111",-0.00217708755410173,0.000236539430123361
"94","sz002142",-0.00222767227380971,0.00099251037017889
"81","ss601898",-0.00225715349254263,1.01396692442357e-06
"48","sz002460",-0.00232598352020053,-0.000724784408365875
"217","ss600760",-0.00239456011741557,-0.00239456011741557
"145","ss600362",-0.00248072147992073,0.000163542460975608
"211","ss600795",-0.00267774619166283,-0.000308815781358773
"135","ss600031",-0.00277529795408293,-0.000507198852712998
"181","ss600183",-0.00279921794989402,-0.000375821035641488
"205","ss600061",-0.00287975557543618,-0.00060897186632225
"63","ss600999",-0.00290171367015213,0.000407637857466003
"226","ss600886",-0.00290308231403313,-0.000974485956529048
"186","sz000876",-0.00322271028858334,-0.000685454920937634
"156","ss600390",-0.00332806700111921,-0.0011764385227907
"90","ss601169",-0.0034493756748647,-0.000113827291583712
"177","ss600176",-0.00346152262460375,-0.00157868549682705
"112","sz002050",-0.00348761105284812,-0.000420508026298005
"137","ss600004",-0.00352179917030671,0.00202852880791249
"18","ss601555",-0.00379191062931394,0.00421279006641151
"99","ss601600",-0.00393482515429155,-0.00393482515429155
"154","ss600010",-0.00427343006511216,-0.00149930658819919
"239","ss600606",-0.0046961825862426,-0.00056486082906726
"100","ss601998",-0.00504627635710453,0.00556706687745545
"110","ss600048",-0.00517797150573884,0.00167468812300209
"47","ss601818",-0.00520419008607953,-0.00103675177883134
"57","sz002352",-0.00541892160631652,-0.00425779463743248
"113","sz002044",-0.00559780943456267,-0.00447784290099495
"46","sz002463",-0.00608963492126113,-0.00484621059627655
"108","ss601111",-0.00616512430455274,0.00525168696636924
"42","ss601018",-0.00631814658103524,-0.000866331753475946
"79","ss601899",-0.00643885686051426,0.00116558583987603
"231","ss600837",-0.00682004590766605,0.00124534070271753
"43","sz002475",-0.00705649294385469,-0.00351779969051613
"184","ss600170",-0.0071907922161889,-0.00263766444630931
"4","ss603369",-0.00762494341848885,0.00121821128860344
"44","sz002468",-0.00789761658549082,-0.00643955117779249
"19","sz002624",-0.00797732826265785,-0.00777698758863576
"105","ss601628",-0.00974976955321105,-0.000355543574996009
"164","ss600297",-0.0100130962812042,-0.00487151503968097
"96","ss601919",-0.0107760331073844,-0.00561943182509084
"206","sz000723",-0.0115333342769885,0.000487712850529842
"23","sz002607",-0.0128800831126865,-0.00496932985184373
"141","ss600516",-0.0164655303199231,-0.000439458430079642
"131","ss600489",-0.0167009240276509,-0.00227492814834551
"175","sz000938",-0.01681373213671,-0.00505091194664009
"101","sz002129",-0.0178896657408467,-0.00847093737571913
"144","ss600583",-0.0180670357833254,-0.00190236813722977
"13","ss601238",-0.0193742061532903,0.00729675458973955
"199","ss600089",-0.0212385610774504,-0.00271689882506765
"125","ss600570",-0.026593218099201,-0.00834623797639245
"202","sz000625",-0.0277101437465558,0.000343942211916914
"28","sz002555",-0.0391850335740782,-0.0141889395655754
"39","ss601377",-0.0466909828061035,-0.00347093895368888
"34","sz002508",-0.435718658953702,-0.0201660504325244
