"","Code","Yield","High"
"165","ss600276",0.0178205105649263,0.0178205105649263
"28","sz002555",0.0125101544504345,0.0125101544504345
"25","sz002602",0.0124899837553538,0.0124899837553538
"6","sz002714",0.0123903718300358,0.0123903718300358
"5","ss603288",0.0119018455205133,0.0119018455205133
"67","sz300015",0.0100721420219558,0.0100721420219558
"147","ss600519",0.00981476198581066,0.00981476198581066
"227","ss600867",0.00820219089598773,0.00820219089598773
"122","ss600438",0.00761535997971841,0.00761535997971841
"146","ss600011",0.00710343471293529,0.0111166248108037
"114","ss600027",0.00623070031922923,0.0075010787775438
"187","ss600009",0.00620695983559427,0.00620695983559427
"86","sz002179",0.00610728541425476,0.00610728541425476
"101","sz002129",0.00547702746387002,0.0151056221430095
"54","sz300059",0.00539132382453267,0.00539132382453267
"68","ss601888",0.00524797919703213,0.00532913655891742
"19","sz002624",0.00470752086892912,0.00645957950781595
"211","ss600795",0.00401009409143516,0.00808321424743963
"170","sz000961",0.0039245639481329,0.00395395583268243
"235","ss600674",0.00388165180933053,0.00398142000421764
"56","ss601688",0.00334552432741941,0.00367683189191625
"46","sz002463",0.0030893783852981,0.0030893783852981
"160","ss600398",0.0026248579448851,0.0026248579448851
"115","sz002032",0.00261043818616158,0.00261043818616158
"20","ss601100",0.00260188732424371,0.00260188732424371
"97","ss601328",0.00253087136651753,0.00424328302077592
"112","sz002050",0.0025078338728175,0.00423046720356668
"63","ss600999",0.00249612345888961,0.00500464503552722
"78","sz002230",0.00238980811160361,0.00402503030779822
"88","ss601808",0.00230834248254275,0.00368139204729445
"150","ss600028",0.00199976031542448,0.00289535386753137
"233","sz000538",0.00197032732381786,0.00214684276842969
"120","sz002007",0.00192585109764565,0.00212170436896564
"13","ss601238",0.00192154081079687,0.00207345573029549
"33","sz300144",0.00183069259582114,0.00267556704016125
"179","ss600177",0.00179672298271982,0.00384657733819505
"144","ss600583",0.00175757528089004,0.00283438771233469
"169","ss600299",0.00160290834514454,0.00160290834514454
"106","ss601398",0.00146504903562894,0.00228792895287855
"109","ss601006",0.00142776844491954,0.00346395318337978
"171","sz000963",0.00142159126973174,0.0041970969097147
"189","sz000063",0.00128832455833638,0.00128832455833638
"173","ss600221",0.00128480209151793,0.00167102914172457
"151","ss600372",0.00111108781754332,0.00201669529999626
"59","ss601117",0.00107298613368134,0.00107298613368134
"55","sz002371",0.00104573270610708,0.00104573270610708
"62","sz002311",0.00104431749681022,0.00104431749681022
"121","sz002008",0.000986178325395715,0.00299350299734291
"148","ss600498",0.000931896261301413,0.00298395109733396
"140","ss600050",0.00069162153789093,0.00188317151626083
"21","ss601669",0.000678649752323457,0.00227206965230442
"197","sz000768",0.000633835094977719,0.00165141013218006
"198","ss600085",0.000615413462489611,0.00115756804557421
"154","ss600010",0.000591275367920474,0.00128804690719519
"93","sz002146",0.000585389555795235,0.000585389555795235
"194","ss600109",0.000541973181502398,0.000541973181502398
"225","ss600887",0.000513632174330869,0.000621767614372271
"172","ss600219",0.00050140019237177,0.00138270797872542
"182","ss600196",0.000479006367216872,0.00268485976709898
"213","sz000671",0.000452151500574205,0.000899204222434502
"183","ss600188",0.000433293852756922,0.000983885590467359
"135","ss600031",0.000432194096029903,0.00130135151648614
"133","ss600029",0.000387839208393581,0.000940641900058603
"31","ss601216",0.000338052699680791,0.00120528668797149
"186","sz000876",0.000336344117481291,0.000998623496167639
"209","sz000703",0.000332803287931505,0.000332803287931505
"87","ss601088",0.000263664219543047,0.00125417393867178
"73","sz002271",0.000157494928026081,0.00214955296192665
"176","ss600208",0.000141108522502931,0.000651636540741407
"229","ss600848",0.00012981880666274,0.000690580529308704
"11","sz002673",0.000115046728153656,0.000115046728153656
"207","ss600066",9.45917028742915e-05,0.00184902568506762
"164","ss600297",9.17373421742695e-05,0.00427416318836582
"84","ss601390",9.02671022044998e-05,0.000599048126520119
"98","sz000338",7.3866499259001e-05,0.000252778879189064
"16","ss601360",6.96569794751412e-05,0.000341564418387064
"203","sz000786",4.84056014418144e-05,4.84056014418144e-05
"91","sz002157",3.14171093278581e-05,3.14171093278581e-05
"153","ss600383",3.09830355038621e-05,3.09830355038621e-05
"3","ss603019",0,0
"7","ss601225",0,0
"8","sz000333",0,0
"22","ss601633",0,0
"26","sz002601",0,0
"27","sz002594",0,0
"32","ss601933",0,0
"34","sz002508",0,0
"35","sz300142",0,0
"37","sz002493",0,0
"38","ss600998",0,0
"40","sz300122",0,0
"41","sz300124",0,0
"45","sz002466",0,0
"49","sz002456",0,0
"51","sz002422",0,0
"52","sz002415",0,0
"53","sz002410",0,0
"58","ss601877",0,0
"60","sz300033",0,0
"64","sz002304",0,0
"65","sz300003",0,0
"66","sz300014",0,0
"76","sz002241",0,0
"77","sz002236",0,0
"82","sz002202",0,0
"102","sz002120",0,0
"103","ss601318",0,0
"104","ss601166",0,0
"110","ss600048",0,0
"111","ss601988",0,0
"116","sz002027",0,0
"119","sz002001",0,0
"130","ss600487",0,0
"132","ss600352",0,0
"136","ss600436",0,0
"139","ss600522",0,0
"143","ss600585",0,0
"149","ss600346",0,0
"155","ss600332",0,0
"157","sz000725",0,0
"159","ss600309",0,0
"167","sz000977",0,0
"185","sz000858",0,0
"210","sz000708",0,0
"212","sz000661",0,0
"215","sz000651",0,0
"218","sz000596",0,0
"219","sz000425",0,0
"228","sz000568",0,0
"232","ss600809",0,0
"241","sz000002",0,0
"177","ss600176",-6.4564007879242e-05,4.19799001196708e-05
"70","ss601788",-9.19621237446266e-05,0.000227874343092793
"192","sz000069",-0.000143566890848046,-0.000131485622371308
"124","ss600340",-0.000182532667531987,-0.000162318202885037
"128","ss600015",-0.000206641137614927,0.000526516725498416
"79","ss601899",-0.000208664477448606,0.00205889807466231
"85","ss601857",-0.000233484884300972,0.00209488221588638
"236","ss600660",-0.000244575126704505,0.000450194507476409
"237","ss600637",-0.000294633788239573,0.00344252705082027
"200","sz000728",-0.00032015194338475,0.00244148447142711
"127","ss600406",-0.000326032480596372,-0.000326032480596372
"9","ss603993",-0.000339717895081471,0.000341649467616278
"180","sz000860",-0.000371821122275739,0.000472737063507811
"190","ss600115",-0.000393952745139092,0.000138525266829781
"12","ss601012",-0.000452885480107579,-0.000205382998030634
"10","sz300347",-0.00050348928924171,0.00382837512133727
"217","ss600760",-0.000537777547113261,-0.000537777547113261
"80","ss601186",-0.000549321357368626,0.0044916208310033
"168","ss600233",-0.000557316110415651,0.00152121748927225
"50","ss601288",-0.000713620914199131,0.000371018930751088
"208","sz000709",-0.000715189188980725,-0.000219032374931594
"223","ss600705",-0.000749260837893506,-0.000749260837893506
"240","sz000001",-0.000862412757159925,0.00137783638236688
"216","sz000627",-0.000891858369151843,-0.000891858369151843
"221","ss600741",-0.00099607399311552,0.000980702565602343
"125","ss600570",-0.00103730723604745,-0.00103730723604745
"30","ss601992",-0.0010632269816423,-0.0010632269816423
"126","ss600900",-0.00111517702079933,-0.00110755856949396
"184","ss600170",-0.0011161017032163,5.28726389654732e-05
"71","ss601668",-0.00111756991241896,0.00101601578170163
"36","sz300136",-0.00112954550240052,-0.000619431892926792
"99","ss601600",-0.00120288066756102,-0.00120288066756102
"193","ss600118",-0.00122428473357372,6.43241789093363e-05
"205","ss600061",-0.00127744079490977,0.00141243469936359
"222","ss600703",-0.00128431338731727,0.00145878783691322
"39","ss601377",-0.00134455643146869,-3.0974242044457e-05
"196","sz000066",-0.00141653186421919,-0.00141653186421919
"129","ss600547",-0.00141808994940318,-0.00137389605910876
"134","ss600271",-0.00146561797241462,-0.000609736885066159
"18","ss601555",-0.00150519245711256,0.00742592056394131
"214","sz000656",-0.00157582041862458,0.00594923283882465
"14","ss601800",-0.00161648842252782,0.000526177130784289
"95","ss601009",-0.00165857505492428,8.63736318079678e-05
"174","ss600000",-0.00166019579826182,-8.21032868403293e-05
"145","ss600362",-0.0016808584118525,-4.26875507503199e-05
"163","ss600019",-0.00176130006180397,-1.24111276260663e-05
"238","ss600655",-0.00186049609861505,-0.000731963879554542
"69","ss601618",-0.0018615083237421,-0.000525878887404962
"188","ss600104",-0.00191726954790461,0.000388269093856586
"230","ss601607",-0.00195364701579726,0.00338765602271818
"4","ss603369",-0.00219727845844675,-0.000136987191391325
"204","ss600068",-0.00228098672493937,-0.000168492444654111
"166","sz000157",-0.00234087685481199,-1.5372803620628e-05
"178","sz000895",-0.00260452361720465,-7.5292179694042e-05
"107","ss600018",-0.00268100149280548,0.000562214009543816
"108","ss601111",-0.00273795395536491,2.76243564609757e-05
"156","ss600390",-0.0027407889080574,-0.000988065753697143
"152","ss600588",-0.00280009733366537,-0.00280009733366537
"226","ss600886",-0.00281832804363125,-0.00094311967725913
"191","ss600111",-0.00286717946745119,-0.00130347374278716
"17","ss601336",-0.00290266433634889,0.00234473802734425
"181","ss600183",-0.00299250804291562,-0.00023373602162069
"90","ss601169",-0.00316560970716095,-0.000317964377399615
"15","ss601231",-0.00319562559918052,-0.000734046708723124
"118","ss600482",-0.00327831379293986,-0.000368247215515427
"138","ss600030",-0.00328425475026195,-8.72721150232403e-05
"162","ss600038",-0.00343518183645419,-0.00231732855824585
"123","sz000100",-0.00358854482619553,-0.000127241517452692
"131","ss600489",-0.00365881533547852,-0.00104928288240014
"72","ss601727",-0.0038035138511151,0.00165664057681547
"195","sz000783",-0.00404930428506434,0.00212975983988528
"43","sz002475",-0.00415075402771026,0.000546756336509802
"2","sz300408",-0.00434563011370881,-0.00186663924742492
"89","ss601939",-0.0046479321018329,0.00159818814685408
"117","sz002024",-0.00484041816222058,-0.00484041816222058
"137","ss600004",-0.00522528674164857,2.45087433263791e-05
"113","sz002044",-0.00522815240142294,-0.00423523455110364
"224","ss600893",-0.00523106051945732,-0.00143831347325962
"158","ss600369",-0.00524914248630504,-0.00110272280260582
"231","ss600837",-0.00533045647996444,0.000521256407019388
"100","ss601998",-0.00538255900207296,0.00185794797967587
"24","ss601901",-0.00550379309565197,-8.39941468391281e-05
"48","sz002460",-0.00559098582344142,-0.00382825390099539
"1","sz002736",-0.00559592397113795,0.00105742792009744
"94","sz002142",-0.00568579194490593,-0.00113749165278676
"234","ss600690",-0.00571532204281111,-0.000103304644979874
"44","sz002468",-0.00585201027576998,-0.00154099380256822
"29","sz002558",-0.00595420871975738,-0.00101640589846375
"161","ss600016",-0.00631027749250879,-0.00191647676069651
"92","sz002153",-0.00637893691323055,-2.65692145907659e-05
"47","ss601818",-0.00653825558806698,-0.00138413947247007
"61","ss601989",-0.00664774627707554,-0.000752340563463072
"23","sz002607",-0.00812960104204652,-0.00354107948875149
"142","ss600036",-0.0082228033765831,0.000728386992170593
"57","sz002352",-0.00854605811500719,-0.00600077175880498
"141","ss600516",-0.00993459700172916,-0.00272528489815937
"199","ss600089",-0.010128148265297,0.000126735326492433
"83","ss601601",-0.010289097437267,0.00380870496460584
"81","ss601898",-0.0107562507519083,-0.000427352860799202
"206","sz000723",-0.0119592546334625,-0.00452276840028609
"74","ss601766",-0.012546600252212,-0.00281809796703558
"96","ss601919",-0.0136837646486677,-0.0105450473762033
"42","ss601018",-0.01395715762407,-0.00727525100078197
"220","ss600745",-0.0155103028608879,-0.0084784980624788
"175","sz000938",-0.0180324825149977,-0.00536577398324301
"105","ss601628",-0.0183700212263262,-0.00111982510817143
"201","sz000776",-0.0188650609197117,-0.00139267490174222
"239","ss600606",-0.0220131381264292,-0.00553456379362405
"202","sz000625",-0.0286707567417526,-0.00493990381810316
"75","sz002252",-0.268222339649354,-0.0197805696234714
