"","Code","Yield","High"
"190","ss600115",0.08649641072401,0.08649641072401
"169","ss600299",0.0864912505822484,0.0864912505822484
"14","ss601800",0.0647791775702695,0.0647791775702695
"193","ss600118",0.051166039867391,0.0528328748330424
"198","ss600085",0.0477888563287221,0.0477888563287221
"133","ss600029",0.0437788496423708,0.0437788496423708
"97","ss601328",0.0401666059458128,0.0401666059458128
"216","sz000627",0.0368397048057947,0.0368397048057947
"100","ss601998",0.0366924248081066,0.0366924248081066
"79","ss601899",0.0366465353930561,0.0366465353930561
"27","sz002594",0.0361199508266861,0.0361199508266861
"145","ss600362",0.0360360707537675,0.0360360707537675
"134","ss600271",0.0345687516616504,0.0345687516616504
"181","ss600183",0.0333835660572557,0.0344069933645244
"93","sz002146",0.0329195218029412,0.0329195218029412
"213","sz000671",0.0320844011412507,0.0320844011412507
"183","ss600188",0.0310521346636192,0.0310521346636192
"192","sz000069",0.0286474308158771,0.0286474308158771
"201","sz000776",0.0276154631027268,0.0276154631027268
"55","sz002371",0.023923819038201,0.0260359391119924
"202","sz000625",0.0238730881555758,0.0247909681374876
"91","sz002157",0.0217482504569966,0.0539263319788656
"128","ss600015",0.0198916947115937,0.0198916947115937
"107","ss600018",0.0176998822630305,0.0179879360942463
"211","ss600795",0.0170298565569706,0.0170298565569706
"114","ss600027",0.0154306560951851,0.0192932132458219
"44","sz002468",0.0151139390209147,0.0151139390209147
"4","ss603369",0.0149822512491116,0.0173985661510501
"61","ss601989",0.0138958831364948,0.0138958831364948
"146","ss600011",0.0130489290780904,0.0130489290780904
"111","ss601988",0.012868040546806,0.012868040546806
"124","ss600340",0.0126043756463678,0.0126043756463678
"84","ss601390",0.0125189267255303,0.0183473411059227
"83","ss601601",0.0115465727966004,0.0123511118784743
"47","ss601818",0.0114834242711004,0.0129351337284351
"228","sz000568",0.0102048181408254,0.0155560358618743
"240","sz000001",0.00982707226942425,0.00986211628939282
"58","ss601877",0.00948594862405683,0.0195673991114833
"80","ss601186",0.00762669473224231,0.0109016317591761
"185","sz000858",0.00728909033241676,0.0103332004167878
"87","ss601088",0.00654629258242267,0.00662321344691841
"69","ss601618",0.00566269477774783,0.00909039487005248
"184","ss600170",0.00547161325197543,0.00636940831237798
"231","ss600837",0.00542569586159214,0.00933385427579148
"207","ss600066",0.00503349818663335,0.00783185438957301
"22","ss601633",0.00495618718873159,0.00654070060634382
"153","ss600383",0.0044445801144728,0.0044445801144728
"17","ss601336",0.00443433990927189,0.00521696152871787
"158","ss600369",0.00440248976016044,0.00519026527442334
"154","ss600010",0.00431391674587878,0.00991854770972611
"160","ss600398",0.00414217532130934,0.004573844323152
"56","ss601688",0.00407820009487625,0.00407820009487625
"5","ss603288",0.00398023817704285,0.00537921279095865
"19","sz002624",0.0036762046024974,0.00442435179191891
"25","sz002602",0.00363128022952264,0.0047937511088294
"1","sz002736",0.00355901292857674,0.00398042468949789
"30","ss601992",0.00355513853876133,0.00454839178086619
"214","sz000656",0.00352063578923389,0.0045436732952886
"209","sz000703",0.00348930634401623,0.00348930634401623
"223","ss600705",0.00347690103734877,0.0051848919158628
"81","ss601898",0.00332822374169783,0.0065980716091909
"176","ss600208",0.00332507953908379,0.00493486158112
"230","ss601607",0.00331596827375313,0.00396910301733033
"221","ss600741",0.0033145228790008,0.00392909810755548
"71","ss601668",0.00330404317545341,0.00422135756643338
"204","ss600068",0.00329336867049634,0.00379181070739132
"163","ss600019",0.00296724613208665,0.00344522694902638
"215","sz000651",0.00292588935035676,0.0035706634427064
"195","sz000783",0.00290788858771407,0.00360936292982794
"89","ss601939",0.00288753771950701,0.00302550530904511
"227","ss600867",0.0027845236800963,0.0027845236800963
"117","sz002024",0.00271790264831684,0.0032208301195773
"57","sz002352",0.00261914033410093,0.00271143417989927
"115","sz002032",0.00257772995059713,0.00356404758416051
"147","ss600519",0.00256534005080633,0.00649773604758486
"161","ss600016",0.00249685937214372,0.00249977328421647
"90","ss601169",0.00245259780715967,0.0025153700712226
"210","sz000708",0.00242373695552778,0.00385886341167274
"63","ss600999",0.00221570153334283,0.00275292956565876
"200","sz000728",0.0021056608608454,0.00316841809934187
"172","ss600219",0.00203735302828667,0.00251133837948236
"135","ss600031",0.00194988581177258,0.00235835876774848
"59","ss601117",0.00190590629870524,0.00207848223294893
"233","sz000538",0.00187297145303322,0.0031954876315814
"13","ss601238",0.00183155563749859,0.00816499744680099
"177","ss600176",0.00182539575624485,0.00236348266181219
"150","ss600028",0.00174359334841734,0.00189529158146007
"188","ss600104",0.00173641510457934,0.00191183122892169
"103","ss601318",0.00165053633880929,0.00300531518093106
"109","ss601006",0.00147695468205922,0.00206683337460545
"18","ss601555",0.00143860013193597,0.00172359767906327
"234","ss600690",0.00133867412732602,0.00183803141679162
"116","sz002027",0.00116437566444594,0.00233705274554796
"143","ss600585",0.00114735870964577,0.00462054907900011
"64","sz002304",0.00113905849600626,0.00113905849600626
"236","ss600660",0.00112985509529273,0.00125177504434437
"212","sz000661",0.00108919506977134,0.0021407043484345
"70","ss601788",0.00108705771441464,0.00549908460189119
"110","ss600048",0.00108018322847458,0.00280017555636003
"65","sz300003",0.00105093753178753,0.00243742766656374
"174","ss600000",0.000989914471786202,0.00225975051452232
"21","ss601669",0.000948874821331991,0.00375414161907339
"126","ss600900",0.000886534891159974,0.00140467044104287
"155","ss600332",0.000864348378136315,0.00477045657738917
"208","sz000709",0.000860357155262115,0.00325985702079579
"52","sz002415",0.000850988458185986,0.00335590077713444
"106","ss601398",0.000822144550324921,0.00110614855205093
"194","ss600109",0.000808512939098893,0.0020174272683986
"199","ss600089",0.000780698946666991,0.00104680326572559
"173","ss600221",0.000667655942803602,0.0027258192059878
"162","ss600038",0.00064628977861525,0.00395445643390735
"157","sz000725",0.000615344710469756,0.00176344097952019
"105","ss601628",0.000604611722135884,0.000935038274006983
"142","ss600036",0.000604266673973841,0.000910591889002443
"165","ss600276",0.000596478021031688,0.00223966603171433
"98","sz000338",0.000595354094307776,0.00346546146102833
"50","ss601288",0.00048431479370703,0.00201177394696939
"203","sz000786",0.000453903554415547,0.000453903554415547
"26","sz002601",0.000435050072951304,0.0011792104348376
"140","ss600050",0.000389457532509185,0.000970810759492124
"118","ss600482",0.000315177556132529,0.00161156167650889
"191","ss600111",0.000291446768760917,0.00153185830647207
"39","ss601377",0.000207605590186732,0.00324392302976584
"119","sz002001",0.000178663144644542,0.00187185730562933
"99","ss601600",0.000162823128066814,0.000502343217566148
"166","sz000157",0.000149078428687499,0.00442685829245804
"112","sz002050",0.000145391419678731,0.000801381499627718
"168","ss600233",0.000115177896430119,0.000817313151381782
"7","ss601225",9.34460648147617e-05,0.000103776238333797
"51","sz002422",8.62524483051796e-05,0.000240127200920037
"102","sz002120",8.35264429042137e-05,0.000615522407875435
"113","sz002044",7.4579402535635e-05,0.00402261124557235
"139","ss600522",0,0
"149","ss600346",0,0
"36","sz300136",-1.77279226010185e-06,0.0045250378372812
"241","sz000002",-1.65359797783537e-05,-3.50301341456305e-06
"78","sz002230",-2.25604951669123e-05,-6.31357637748131e-06
"187","ss600009",-3.61373146482435e-05,0.00171924726355366
"34","sz002508",-0.000174064496499815,9.086175380002e-05
"11","sz002673",-0.000270032179287116,0.000270246564136878
"12","ss601012",-0.000294776379318518,0.00290094526269868
"238","ss600655",-0.000320240358920754,0.00461914791447482
"144","ss600583",-0.000396611514199008,0.00818385574049452
"137","ss600004",-0.000397698702848115,0.00541513814196737
"20","ss601100",-0.00046663760705834,0.00318081750018262
"136","ss600436",-0.000548218786952215,0.000302766928568898
"40","sz300122",-0.000583274995232919,-7.46390287851284e-05
"73","sz002271",-0.000611781147502821,0.000792354477258339
"159","ss600309",-0.000700974331043658,0.000834340467229744
"31","ss601216",-0.000713149399482194,0.000731463620849304
"32","ss601933",-0.000854222270894489,0.000210140024709871
"129","ss600547",-0.00115949311076891,0.00117124383129474
"66","sz300014",-0.0012394000574395,0.000883805273920624
"10","sz300347",-0.00126407988871746,0.00191926732050018
"77","sz002236",-0.00134453276008406,0.00248849651699135
"152","ss600588",-0.00143199640730718,0.000578553400421233
"85","ss601857",-0.00146238424791412,0.00303180656640278
"3","ss603019",-0.00152804087729308,0.000296531903689834
"29","sz002558",-0.00180812349420623,0.00396086498204884
"171","sz000963",-0.00190939997622497,0.0023486330808471
"9","ss603993",-0.00193262687133622,-0.000959382301633838
"225","ss600887",-0.00193672029551795,0.00195566039940642
"180","sz000860",-0.00203013122278084,-0.000775212989259089
"35","sz300142",-0.00218673917075762,-0.000999615454673419
"24","ss601901",-0.00228763291094514,0.00135339284035974
"218","sz000596",-0.00232786600560642,0.00344511371725575
"15","ss601231",-0.00234156926566487,0.00804738602920385
"226","ss600886",-0.00249620648484949,-0.000494061573977356
"224","ss600893",-0.00251270955129623,0.001884944731255
"189","sz000063",-0.00252674840511913,0.00676552713585554
"131","ss600489",-0.00253929312769174,-0.000188024113348284
"23","sz002607",-0.00261972247516207,-0.000627137414724421
"232","ss600809",-0.00274975595694882,0.00437521997515944
"49","sz002456",-0.00290968268713143,0.00121410632448482
"141","ss600516",-0.0030274903188654,-0.00199074518608355
"46","sz002463",-0.00317347619815023,0.00173120858206977
"62","sz002311",-0.00351332071757904,0.00151685045419625
"53","sz002410",-0.00372095448548326,0.00834131833544882
"68","ss601888",-0.00385015412958223,0.00206131218662753
"67","sz300015",-0.00396734695225753,-0.000426959862923737
"205","ss600061",-0.00399840422521103,-0.00163024171006576
"123","sz000100",-0.00405428582561085,0.000803328432775974
"179","ss600177",-0.004097680355442,0.000405811630579844
"138","ss600030",-0.0041761727486056,0.00258538772786188
"41","sz300124",-0.00423965581628694,0.00292066822214898
"222","ss600703",-0.00433032995670579,-0.00293723337947405
"121","sz002008",-0.00436422164373818,0.0021559806750453
"60","sz300033",-0.00443657224605343,0.00132814275250426
"164","ss600297",-0.00446484888820342,-0.00202717089620219
"72","ss601727",-0.00453035795542145,-0.000670296986538199
"196","sz000066",-0.00489497746392031,0.00806734931605346
"76","sz002241",-0.00509238250328559,0.000579891149346201
"38","ss600998",-0.00535475424403364,-0.00205831711713245
"235","ss600674",-0.005933814353422,0.00373757418969589
"48","sz002460",-0.00595301227048073,-0.00480500449660715
"8","sz000333",-0.00610726624934665,-0.00113176388633873
"6","sz002714",-0.00627956287636744,0.0314857882034241
"239","ss600606",-0.00636625252190104,0.00578990838708737
"37","sz002493",-0.00641024769612286,0.00352057439601583
"120","sz002007",-0.0065657814218717,7.6106993720515e-06
"182","ss600196",-0.00675562802066965,0.00664707284065469
"130","ss600487",-0.00690108702829095,0.00179040190249169
"108","ss601111",-0.00698472756714197,-0.00439441243914607
"45","sz002466",-0.00722426468533499,-0.000619218581028758
"122","ss600438",-0.00723042028324028,0.00765527280529432
"42","ss601018",-0.00745744187405128,-0.00284717640469367
"94","sz002142",-0.00755886467798694,0.002021239551107
"170","sz000961",-0.00775970292342987,-0.00268544855526753
"75","sz002252",-0.0077862314890994,0.000377585006812398
"43","sz002475",-0.00914668131044183,0.00107502546098726
"132","ss600352",-0.00957576148463113,0.00295712281649152
"125","ss600570",-0.0100349734377222,0.000143324017750857
"74","ss601766",-0.010453905914527,-0.00211472183404871
"16","ss601360",-0.0119067217460522,-0.000514315995126746
"96","ss601919",-0.0120620868877439,-0.00791435827519105
"217","ss600760",-0.0120642265214411,-0.00155897740848154
"186","sz000876",-0.0121713075750068,-0.006637512062319
"148","ss600498",-0.0127363973439855,-0.00133808162812832
"82","sz002202",-0.0133443010947164,-5.87900529095409e-05
"2","sz300408",-0.0134583355727012,0.00147208388966158
"104","ss601166",-0.0139592929335716,0.00261303641115118
"237","ss600637",-0.014264451023094,-0.00608282118112147
"197","sz000768",-0.0143481779699912,0.00499172161713957
