"","Code","Yield","High"
"43","sz002475",0.071076056940798,0.071076056940798
"220","ss600745",0.0384771052469712,0.0384771052469712
"115","sz002032",0.0285491445464829,0.0285491445464829
"94","sz002142",0.0224444555154941,0.0224444555154941
"67","sz300015",0.0218691906417297,0.0218691906417297
"5","ss603288",0.0212309839805822,0.0212309839805822
"165","ss600276",0.0194315845851727,0.0194315845851727
"147","ss600519",0.0184544906853683,0.0184544906853683
"6","sz002714",0.0171252769671861,0.0171252769671861
"10","sz300347",0.0168401494766011,0.0168401494766011
"187","ss600009",0.0164092305011252,0.0164092305011252
"20","ss601100",0.0163600149606933,0.0163600149606933
"62","sz002311",0.0156675949602363,0.0156675949602363
"212","sz000661",0.0152425148178217,0.0152425148178217
"149","ss600346",0.0152360436061127,0.0152360436061127
"185","sz000858",0.0150090581762461,0.0150090581762461
"35","sz300142",0.0144963228030703,0.0144963228030703
"68","ss601888",0.0143799997725418,0.0143799997725418
"232","ss600809",0.0132777160690813,0.0132777160690813
"8","sz000333",0.0131448086546597,0.016744344344511
"92","sz002153",0.0123693197923054,0.0149532801237104
"142","ss600036",0.0114663762252789,0.0114663762252789
"46","sz002463",0.01122384799996,0.01122384799996
"169","ss600299",0.0107941642683955,0.019098183642396
"227","ss600867",0.0104990911386444,0.0104990911386444
"210","sz000708",0.00939874180763378,0.00940906765151484
"181","ss600183",0.00895288211510081,0.00895288211510081
"206","sz000723",0.00656377508340933,0.00850417626235123
"47","ss601818",0.00565530744929887,0.00565530744929887
"202","sz000625",0.00551294446090678,0.0105766745928009
"171","sz000963",0.00520843927947134,0.00520843927947134
"151","ss600372",0.005188184478089,0.00909407981432331
"224","ss600893",0.00469751596386114,0.0046975925212398
"197","sz000768",0.00433562568615842,0.00689385166743905
"120","sz002007",0.00427297415734573,0.00427297415734573
"76","sz002241",0.00414051659926362,0.00655272460300949
"29","sz002558",0.00406675508974885,0.00406675508974885
"133","ss600029",0.00402429998736875,0.0056300119512176
"31","ss601216",0.00369861420342366,0.0079553444994962
"83","ss601601",0.00365973315124868,0.00440832302048633
"9","ss603993",0.00346531626653968,0.00664062379686992
"233","sz000538",0.00340201838498766,0.00340201838498766
"17","ss601336",0.00336910057496587,0.00561653234779902
"230","ss601607",0.00332106233417151,0.00512661001154258
"182","ss600196",0.00271410382419401,0.00381839902087644
"57","sz002352",0.00268879509257913,0.00268879509257913
"97","ss601328",0.00262567530128188,0.00262567530128188
"88","ss601808",0.00254544668056522,0.00356652379434408
"162","ss600038",0.00254501700442078,0.00383242341965895
"207","ss600066",0.00247468533250461,0.00486532801527639
"190","ss600115",0.00245495864241296,0.00338042996133847
"177","ss600176",0.00232102316292382,0.00435421424080662
"14","ss601800",0.00231697528370156,0.00338438006629249
"222","ss600703",0.00227808225742487,0.00378933891874089
"89","ss601939",0.0022276889974453,0.00226978534171929
"170","sz000961",0.00209440629320556,0.00371974527933894
"123","sz000100",0.00204345941122508,0.00378836784262648
"122","ss600438",0.00204135093251234,0.00204135093251234
"49","sz002456",0.00195265680757006,0.00279454225540543
"110","ss600048",0.00191565385873194,0.00191565385873194
"221","ss600741",0.00188836836574446,0.00228922493832839
"164","ss600297",0.00187378972876595,0.00856738772830345
"73","sz002271",0.00161229617224556,0.00161229617224556
"121","sz002008",0.00160043500449225,0.00329057155734036
"213","sz000671",0.00159192591393098,0.00264916394780634
"237","ss600637",0.00149240886414193,0.00540469140060584
"225","ss600887",0.00148264163934519,0.00148264163934519
"36","sz300136",0.0014611683292205,0.00173797306269696
"209","sz000703",0.00144439647239381,0.00144439647239381
"72","ss601727",0.00132713654340755,0.00338858195190839
"183","ss600188",0.00129856551912511,0.00137939871042136
"176","ss600208",0.00129403716338761,0.00215429268273315
"173","ss600221",0.00118149939520862,0.00303887341487852
"216","sz000627",0.00116336339411416,0.00116336339411416
"19","sz002624",0.00114517398698855,0.00114517398698855
"87","ss601088",0.00112248980473417,0.00112248980473417
"27","sz002594",0.00105929470441923,0.00137048241901816
"118","ss600482",0.00105323149694603,0.00105323149694603
"50","ss601288",0.00105248952519443,0.00118650602808601
"23","sz002607",0.00101131000312771,0.00101131000312771
"155","ss600332",0.000981268266387669,0.00279470491669476
"54","sz300059",0.000855419479233177,0.000855419479233177
"191","ss600111",0.000842730694409211,0.00293778224364427
"59","ss601117",0.000763705681997573,0.000763705681997573
"15","ss601231",0.000744179507917941,0.00277286810181732
"2","sz300408",0.000711225014189409,0.00283232901848596
"71","ss601668",0.000667872183366836,0.00071779312178033
"160","ss600398",0.000657697708286387,0.000891295094668454
"194","ss600109",0.000608732163654979,0.000608732163654979
"101","sz002129",0.000576598172883358,0.00436262398948162
"223","ss600705",0.000536147141838583,0.000536147141838583
"238","ss600655",0.000526758421903084,0.00224294733557473
"126","ss600900",0.00051283003517999,0.000885366352626926
"217","ss600760",0.000450423914140519,0.000450423914140519
"103","ss601318",0.00044678575281254,0.000532818398288004
"81","ss601898",0.000442614827439458,0.00781958298408547
"134","ss600271",0.000398321686016834,0.000415728494271184
"11","sz002673",0.000372728260642718,0.000372728260642718
"24","ss601901",0.000254901998922641,0.00103338478681003
"205","ss600061",0.000214111341584111,0.00121759992683246
"131","ss600489",0.000199845493261241,0.00402318169571125
"156","ss600390",0.000192885647644969,0.000192885647644969
"86","sz002179",0.000177386495379128,0.000896448734652111
"186","sz000876",0.000136410719676627,0.000399555003300911
"140","ss600050",0.000121374885081238,0.000268549150603148
"93","sz002146",8.74927093466038e-05,0.000319433511650535
"200","sz000728",8.44147169423159e-05,0.00161972057312298
"124","ss600340",3.99321878963299e-05,3.99321878963299e-05
"3","ss603019",0,0
"4","ss603369",0,0
"12","ss601012",0,0
"26","sz002601",0,0
"32","ss601933",0,0
"33","sz300144",0,0
"34","sz002508",0,0
"37","sz002493",0,0
"38","ss600998",0,0
"41","sz300124",0,0
"45","sz002466",0,0
"52","sz002415",0,0
"53","sz002410",0,0
"58","ss601877",0,0
"64","sz002304",0,0
"65","sz300003",0,0
"66","sz300014",0,0
"77","sz002236",0,0
"82","sz002202",0,0
"98","sz000338",0,0
"102","sz002120",0,0
"104","ss601166",0,0
"106","ss601398",0,0
"111","ss601988",0,0
"116","sz002027",0,0
"119","sz002001",0,0
"127","ss600406",0,0
"129","ss600547",0,0
"130","ss600487",0,0
"135","ss600031",0,0
"136","ss600436",0,0
"139","ss600522",0,0
"141","ss600516",0,0
"143","ss600585",0,0
"157","sz000725",0,0
"167","sz000977",0,0
"218","sz000596",0,0
"219","sz000425",0,0
"228","sz000568",0,0
"241","sz000002",0,0
"178","sz000895",-3.73674182529982e-06,-3.73674182529982e-06
"153","ss600383",-2.35824292416087e-05,-2.33638750591902e-05
"95","ss601009",-6.0644706526114e-05,-6.0644706526114e-05
"18","ss601555",-6.3455433459203e-05,0.00040979061634383
"79","ss601899",-0.000141651236041929,0.0034947400789358
"148","ss600498",-0.000176702628665204,0.00111097149516959
"150","ss600028",-0.000182224913560014,-3.06986531793951e-05
"60","sz300033",-0.000213472983984775,-0.000213472983984775
"61","ss601989",-0.000257318573332999,0.00188511227375798
"30","ss601992",-0.000307474136794217,-0.000307474136794217
"51","sz002422",-0.000308845884415265,-5.00878325589982e-05
"145","ss600362",-0.000324784360758446,0.000292422914427437
"236","ss600660",-0.000351205312184799,-0.000351205312184799
"7","ss601225",-0.000354827817952041,-0.000206878975052116
"105","ss601628",-0.000361483799096618,-0.000116947381286869
"159","ss600309",-0.000429606876590216,-0.000106142367148343
"78","sz002230",-0.00044397158628473,-0.000111582457449577
"56","ss601688",-0.000452729581766342,0.000123972935698324
"13","ss601238",-0.000494355973836069,-0.000103614176852229
"117","sz002024",-0.000526546122945448,-0.000526546122945448
"112","sz002050",-0.000537751755138483,-0.00019921670672296
"48","sz002460",-0.000544733988539936,0.000134103320680978
"74","ss601766",-0.000561862441825323,0.00165539657185487
"184","ss600170",-0.000581418263108091,0.000582389938759587
"189","sz000063",-0.000606741721362547,0.000233980375997866
"179","ss600177",-0.000699488326752595,-0.000148005143336571
"215","sz000651",-0.000755066698642004,-0.000184321425283129
"91","sz002157",-0.000757627776713177,-2.41735159538514e-05
"108","ss601111",-0.00076467540642311,-0.000713453361729233
"195","sz000783",-0.000787965744317831,0.000608499530933004
"198","ss600085",-0.000844646969843876,0.000164107966129867
"188","ss600104",-0.000848207819709179,0.000575833351050603
"125","ss600570",-0.000850469685641064,-0.000850469685641064
"196","sz000066",-0.00092458786760774,-0.00092458786760774
"40","sz300122",-0.00103207341233147,-0.000235698446923172
"1","sz002736",-0.00130566545545319,0.000791890860407873
"21","ss601669",-0.00131752203926416,-0.0003443140629944
"132","ss600352",-0.00134494567456001,-0.00078431929243572
"154","ss600010",-0.0013577402236814,-0.000349149370495683
"114","ss600027",-0.00136251918612018,8.38147089949892e-05
"138","ss600030",-0.00138357910584841,-0.000204955801365481
"100","ss601998",-0.00142054480968534,0.000252085136982272
"204","ss600068",-0.00149815575465562,-0.00022441049748978
"174","ss600000",-0.00154742723460244,-0.000144753617195792
"63","ss600999",-0.00159685166413792,0.000367973339572059
"229","ss600848",-0.00174102088984673,-0.000785908318193917
"107","ss600018",-0.00176374844107996,-8.0865373078276e-05
"137","ss600004",-0.0017876238267337,0.000688720907640938
"203","sz000786",-0.00180231319051838,-0.00180231319051838
"211","ss600795",-0.00198731062191027,-0.000291499309792442
"193","ss600118",-0.00211115741491663,0.000649145979504606
"109","ss601006",-0.00222171337763211,-0.000448721176446232
"44","sz002468",-0.00229568509759637,-0.00078275324285515
"158","ss600369",-0.00235574672242378,0.00114173142299867
"239","ss600606",-0.00237670850005267,0.000675175311874332
"96","ss601919",-0.00249034830647032,0.000187119026352711
"166","sz000157",-0.00253006308963366,0.000730294791182917
"172","ss600219",-0.00258258964205116,-0.00134456103056524
"128","ss600015",-0.00259639947873103,-0.000629084532981716
"234","ss600690",-0.00261103701559995,0.000645987444706231
"113","sz002044",-0.00271533391120304,-0.00224154465202719
"235","ss600674",-0.00276149707828743,-0.000885455949843572
"80","ss601186",-0.00278644060375133,-0.00189277956519918
"146","ss600011",-0.00282357127508259,-0.000323540136105027
"240","sz000001",-0.0028316645810107,-0.00179849951264799
"192","sz000069",-0.0031376473181628,-0.00168024738405492
"168","ss600233",-0.00316316607363043,-0.00278581161893376
"208","sz000709",-0.00355821559134251,-0.00275974828144732
"226","ss600886",-0.00364576173145859,-0.00114504971277374
"16","ss601360",-0.00411927873136508,0.00258895423632866
"163","ss600019",-0.004178871418829,-0.000516810975596194
"180","sz000860",-0.00441708221398707,-0.00117275799756977
"25","sz002602",-0.00443557807763817,-0.00174335783708868
"69","ss601618",-0.00501715068957043,-0.00129400423649451
"231","ss600837",-0.00514470160060077,-0.000420911179524253
"42","ss601018",-0.00574208371174922,-0.00123616899244294
"55","sz002371",-0.00584968299409638,-0.000949568144215318
"214","sz000656",-0.00649389714580029,-0.00252890126791661
"90","ss601169",-0.00672668540003796,-0.000903147396187909
"99","ss601600",-0.00703826278344022,-0.00510641864411354
"28","sz002555",-0.00782108291107253,-0.00325455153579313
"75","sz002252",-0.00800965268181508,-0.0016194388136056
"175","sz000938",-0.00898404103803063,-0.00274978875469245
"152","ss600588",-0.00970728214578576,-0.000779194982596043
"161","ss600016",-0.0101629834344028,-0.00211699621548245
"22","ss601633",-0.0108501346733906,0.000631348329679371
"84","ss601390",-0.0130297354860599,0.00073764874198412
"85","ss601857",-0.0144120660625041,-0.000900315654987494
"199","ss600089",-0.0166370961516189,-0.00097970720894891
"201","sz000776",-0.0185649041290106,-0.00109222969483758
"144","ss600583",-0.0185822869631537,0.000640883487759147
"39","ss601377",-0.0225821563383287,0.00240554970750173
